rule_id,natural_language_entity,ifc_entity_occurrence,ifc_entity_type,property_set,property_name,required_stage,requirement_type,allowed_values,disallowed_values,flagged_value,severity,enabled
MRR_Alarm_Material_S5,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_Type,Material,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MRR_Alarm_ModelLabel_S5,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_Type,ModelLabel,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MRR_Alarm_ModelReference_S5,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_Type,ModelReference,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MRR_Alarm_NominalHeight_S4,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_Type,NominalHeight,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Alarm_NominalLength_S4,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_Type,NominalLength,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Alarm_NominalWidth_S4,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_Type,NominalWidth,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Alarm_Quantity_S4,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_TypeAttributes,Quantity,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Alarm_Range_Frequency_S5,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_TypeAttributes,Range/Frequency,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Alarm_SerialNumber_S5,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_Component,SerialNumber,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MRR_Alarm_ExpectedLife_S5,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_Type,ExpectedLife,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Alarm_SustainabilityPerformance_S7,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_Type,SustainabilityPerformance,7,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Alarm_SystemCategory_S4,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_System,SystemCategory,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Alarm_SystemDescription_S4,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_System,SystemDescription,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Alarm_SystemName_S4,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_System,SystemName,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Alarm_TagNumber_S5,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_Component,TagNumber,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MRR_Alarm_Uniclass_2015_S4,Alarm,IfcDistributionControlElement,IfcAlarmType,,Uniclass 2015,4,required,,,,FAIL,True
MRR_Alarm_WarrantyDescription_S5,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_Type,WarrantyDescription,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Alarm_WarrantyDurationLabor_S5,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_Type,WarrantyDurationLabor,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Alarm_WarrantyDurationParts_S5,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_Type,WarrantyDurationParts,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Alarm_WarrantyDurationUnit_S5,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_Type,WarrantyDurationUnit,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Alarm_WarrantyGuarantorLabor_S5,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_Type,WarrantyGuarantorLabor,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Alarm_WarrantyGuarantorParts_S5,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_Type,WarrantyGuarantorParts,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Alarm_WarrantyStartDate_S5,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_Component,WarrantyStartDate,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Alarm_Zones_S5,Alarm,IfcDistributionControlElement,IfcAlarmType,COBie_ComponentAttributes,Zones,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Beam_AssetType_S4,Beam,IfcBeam,,COBie_Type,AssetType,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Beam_Space_S4,Beam,IfcBeam,,COBie_Component,Space,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Beam_Material_S4,Beam,IfcBeam,,COBie_Type,Material,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MRR_Beam_NominalLength_S4,Beam,IfcBeam,,COBie_Type,NominalLength,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Beam_NominalWidth_S4,Beam,IfcBeam,,COBie_Type,NominalWidth,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Beam_Quantity_S4,Beam,IfcBeam,,COBie_TypeAttributes,Quantity,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Beam_Uniclass_2015_S4,Beam,IfcBeam,,,Uniclass 2015,4,required,,,,FAIL,True
MRR_Boiler_AssetIdentifier_S5,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Component,AssetIdentifier,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_AssetType_S4,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Type,AssetType,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_BarCode_S5,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Component,BarCode,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MRR_Boiler_Capacity_S4,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_TypeAttributes,Capacity,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_Space_S4,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Component,Space,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_DurationUnit_S5,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Type,DurationUnit,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_InstallationDate_S5,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Component,InstallationDate,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_Manufacturer_S5,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Type,Manufacturer,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_Material_S5,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Type,Material,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MRR_Boiler_ModelLabel_S5,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Type,ModelLabel,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MRR_Boiler_ModelReference_S5,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Type,ModelReference,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MRR_Boiler_NominalHeight_S4,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Type,NominalHeight,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_NominalLength_S4,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Type,NominalLength,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_NominalWidth_S4,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Type,NominalWidth,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_Quantity_S4,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_TypeAttributes,Quantity,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_SerialNumber_S5,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Component,SerialNumber,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MRR_Boiler_ExpectedLife_S5,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Type,ExpectedLife,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_SustainabilityPerformance_S7,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Type,SustainabilityPerformance,7,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_SystemCategory_S4,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_System,SystemCategory,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_SystemDescription_S4,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_System,SystemDescription,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_SystemName_S4,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_System,SystemName,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_TagNumber_S5,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Component,TagNumber,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MRR_Boiler_Uniclass_2015_S4,Boiler,IfcEnergyConversionDevice,IfcBoilerType,,Uniclass 2015,4,required,,,,FAIL,True
MRR_Boiler_Volume_S4,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_TypeAttributes,Volume,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_WarrantyDescription_S5,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Type,WarrantyDescription,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_WarrantyDurationLabor_S5,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Type,WarrantyDurationLabor,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_WarrantyDurationParts_S5,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Type,WarrantyDurationParts,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_WarrantyDurationUnit_S5,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Type,WarrantyDurationUnit,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_WarrantyGuarantorLabor_S5,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Type,WarrantyGuarantorLabor,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_WarrantyGuarantorParts_S5,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Type,WarrantyGuarantorParts,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_WarrantyStartDate_S5,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_Component,WarrantyStartDate,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Boiler_kWRatingHeating_S5,Boiler,IfcEnergyConversionDevice,IfcBoilerType,COBie_TypeAttributes,kWRatingHeating,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Building_BuildingFootprint_S4,Building,IfcBuilding,,COBie_FacilityAttributes,BuildingFootprint,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Building_MaxSafeOccupancy_S4,Building,IfcBuilding,,COBie_FacilityAttributes,MaxSafeOccupancy,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Building_NoOfStoreys_S4,Building,IfcBuilding,,COBie_FacilityAttributes,NoOfStoreys,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Building_SiteArea_S4,Building,IfcBuilding,,COBie_FacilityAttributes,SiteArea,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Building_Uniclass_2015_S4,Building,IfcBuilding,,,Uniclass 2015,4,required,,,,FAIL,True
MRR_Building_Storey_GrossExternalArea_S4,Building Storey,IfcBuildingStorey,,COBie_FloorAttributes,GrossExternalArea,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Building_Storey_GrossExternalArea_S4,Building Storey,IfcBuildingStorey,,COBie_Space,GrossExternalArea,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Building_Storey_GrossInternalArea_S4,Building Storey,IfcBuildingStorey,,COBie_FloorAttributes,GrossInternalArea,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Building_Storey_GrossInternalArea_S4,Building Storey,IfcBuildingStorey,,COBie_Space,GrossInternalArea,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Building_Storey_Height_S4,Building Storey,IfcBuildingStorey,,BaseQuantities,Height,4,required,,"0., 0.0",,FAIL,True
MRR_Building_Storey_HeightToHaunch_S4,Building Storey,IfcBuildingStorey,,COBie_FloorAttributes,HeightToHaunch,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Building_Storey_NetInternalArea_S4,Building Storey,IfcBuildingStorey,,COBie_FloorAttributes,NetInternalArea,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Building_Storey_NetInternalArea_S4,Building Storey,IfcBuildingStorey,,COBie_Space,NetInternalArea,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Building_Storey_RoofFloorArea_S4,Building Storey,IfcBuildingStorey,,COBie_FloorAttributes,RoofFloorArea,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Building_Storey_RoofFloorArea_S4,Building Storey,IfcBuildingStorey,,COBie_Space,RoofFloorArea,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Building_Storey_TotalInternalWallArea_S4,Building Storey,IfcBuildingStorey,,COBie_FloorAttributes,TotalInternalWallArea,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Building_Storey_TotalInternalWallArea_S4,Building Storey,IfcBuildingStorey,,COBie_Space,TotalInternalWallArea,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Building_Storey_Uniclass_2015_S4,Building Storey,IfcBuildingStorey,,,Uniclass 2015,4,required,,,,FAIL,True
MRR_Chiller_AssetIdentifier_S5,Chiller,IfcEnergyConversionDevice,IfcChillerType,COBie_Component,AssetIdentifier,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Chiller_AssetType_S4,Chiller,IfcEnergyConversionDevice,IfcChillerType,COBie_Type,AssetType,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Chiller_BarCode_S5,Chiller,IfcEnergyConversionDevice,IfcChillerType,COBie_Component,BarCode,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MRR_Chiller_Space_S4,Chiller,IfcEnergyConversionDevice,IfcChillerType,COBie_Component,Space,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MRR_Chiller_DurationUnit_S5,Chiller,IfcEnergyConversionDevice,IfcChillerType,COBie_Type,DurationUnit,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
